"year","ncessch","school_name","state_name","latitude","longitude","school_level","school_type","charter","free_or_reduced_price_lunch","enrollment","enrollment_crdc","read_test_num_valid","read_test_pct_prof_midpt","read_test_pct_prof_high","read_test_pct_prof_low","math_test_num_valid","math_test_pct_prof_midpt","math_test_pct_prof_high","math_test_pct_prof_low","enrl_AP","enrl_IB","enrl_gifted_talented","instances_mech_restraint","instances_phys_restraint","instances_seclusion","primarily_serve_students_w_dis","charter_crdc","magnet_crdc"
"2016","110000500219","Cesar Chavez PCS for Public Policy Capitol Hill","District of Columbia","38.8807","-76.9906","High","Regular school","Yes","","332","","99","12","14","10","98","2.5","5","0","","","","","","","","",""
"2016","110000500328","Cesar Chavez PCS for Public Policy Parkside Middle","District of Columbia","38.9013","-76.9491","Middle","Regular school","Yes","","278","","262","13","13","13","261","5","5","5","","","","","","","","",""
"2016","110000500377","Cesar Chavez PCS for Public Policy Chavez Prep","District of Columbia","38.9296","-77.0256","Other","Regular school","Yes","","306","","209","16","16","16","230","7","7","7","","","","","","","","",""
"2016","110000500456","Cesar Chavez PCS for Public Policy Parkside High","District of Columbia","38.9013","-76.9491","High","Regular school","Yes","","359","","93","17","19","15","79","2.5","5","0","","","","","","","","",""
"2016","110000800338","Friendship PCS Collegiate Academy","District of Columbia","38.8975","-76.9463","High","Regular school","Yes","","751","","169","12","14","10","171","2.5","5","0","","","","","","","","",""
"2016","110000800382","Friendship PCS Southeast Academy","District of Columbia","38.8475","-76.997","Primary","Regular school","Yes","","553","","201","12","12","12","200","17","19","15","","","","","","","","",""
"2016","110000800422","Friendship PCSTechnology Preparatory Academy Middle","District of Columbia","38.8483","-76.9963","Middle","Regular school","Yes","","257","","241","17","17","17","241","7","7","7","","","","","","","","",""
"2016","110000800478","Friendship PCS Blow Pierce Middle","District of Columbia","38.8978","-76.9764","Primary","Regular school","Yes","","230","","215","22","22","22","216","23","23","23","","","","","","","","",""
"2016","110000800479","Friendship PCS Blow Pierce Elementary","District of Columbia","38.8978","-76.9764","Primary","Regular school","Yes","","388","","64","22","24","20","63","32","34","30","","","","","","","","",""
"2016","110000800480","Friendship PCS Chamberlain Elementary","District of Columbia","38.8793","-76.9867","Primary","Regular school","Yes","","387","","70","32","34","30","72","52","54","50","","","","","","","","",""
"2016","110000800481","Friendship PCS Woodridge Middle","District of Columbia","38.9292","-76.9661","Primary","Regular school","Yes","","199","","194","27","29","25","194","17","19","15","","","","","","","","",""
"2016","110000800482","Friendship PCS Woodridge Elementary","District of Columbia","38.9292","-76.9661","Primary","Regular school","Yes","","305","","48","24.5","29","20","48","15","19","11","","","","","","","","",""
"2016","110000800483","Friendship PCS Chamberlain Middle","District of Columbia","38.8793","-76.9867","Primary","Regular school","Yes","","330","","322","26","26","26","325","33","33","33","","","","","","","","",""
"2016","110000800495","Friendship PCS Online","District of Columbia","38.9605","-77.0316","Primary","Regular school","Yes","","145","","86","47","49","45","85","27","29","25","","","","","","","","",""
"2016","110000800496","Friendship PCS Technology Preparatory Academy High","District of Columbia","38.8483","-76.9963","High","Regular school","Yes","","233","","60","15","19","11","48","5","10","0","","","","","","","","",""
"2016","110000800497","Friendship PCS Armstrong","District of Columbia","38.9091","-77.013","Primary","Regular school","Yes","","438","","134","12","14","10","134","27","29","25","","","","","","","","",""
"2016","110000900223","Elsie Whitlow Stokes Community Freedom PCS","District of Columbia","38.9349","-76.9901","Primary","Regular school","Yes","","350","","142","37","39","35","142","32","34","30","","","","","","","","",""
"2016","110001100225","Perry Street Preparatory PCS","District of Columbia","38.9369","-76.9789","Primary","Regular school","Yes","","306","","134","17","19","15","134","12","14","10","","","","","","","","",""
"2016","110001200401","Ideal Academy PCS","District of Columbia","38.9649","-77.0099","Primary","Regular school","Yes","","300","","131","7.5","9","6","130","12","14","10","","","","","","","","",""
"2016","110001300227","IDEA PCS","District of Columbia","38.9045","-76.937","High","Regular school","Yes","","262","","74","17","19","15","70","7.5","9","6","","","","","","","","",""
"2016","110001400391","Maya Angelou PCS High School","District of Columbia","38.8903","-76.9203","High","Other/alternative school","Yes","","209","","54","5","10","0","33","5","10","0","","","","","","","","",""
"2016","110001500229","Meridian PCS","District of Columbia","38.9186","-77.0301","Primary","Regular school","Yes","","692","","309","19","19","19","309","11","11","11","","","","","","","","",""
"2016","110001900324","Washington Latin PCS Middle School","District of Columbia","38.954","-77.0139","Middle","Regular school","Yes","","362","","352","64","64","64","352","53","53","53","","","","","","","","",""
"2016","110001900423","Washington Latin PCS Upper School","District of Columbia","38.954","-77.0139","High","Regular school","Yes","","335","","78","72","74","70","83","47","49","45","","","","","","","","",""
"2016","110002000234","Roots PCS","District of Columbia","38.9568","-77.0103","Primary","Regular school","Yes","","118","","25","10","20","0","25","10","20","0","","","","","","","","",""
"2016","110002200236","SEED PCS of Washington DC","District of Columbia","38.8871","-76.9462","Other","Regular school","Yes","","361","","244","11","11","11","243","7","7","7","","","","","","","","",""
"2016","110002600240","Washington Mathematics Science Technology PCHS","District of Columbia","38.9164","-76.9736","High","Regular school","Yes","","278","","56","24.5","29","20","59","5","10","0","","","","","","","","",""
"2016","110002900245","Cedar Tree Academy PCS","District of Columbia","38.8642","-76.9992","Primary","Regular school","Yes","","385","","","","","","","","","","","","","","","","","",""
"2016","110003000001","Murch ES","District of Columbia","38.9438","-77.067","Primary","Regular school","No","","572","","236","74","74","74","236","72","72","72","","","","","","","","",""
"2016","110003000002","Moten ES","District of Columbia","38.8566","-76.9827","Primary","Regular school","No","","405","","146","7.5","9","6","146","12","14","10","","","","","","","","",""
"2016","110003000004","Miner ES","District of Columbia","38.8974","-76.9827","Primary","Regular school","No","","384","","140","7.5","9","6","140","17","19","15","","","","","","","","",""
"2016","110003000008","Roosevelt HS","District of Columbia","38.943","-77.0292","High","Regular school","No","","668","","127","7.5","9","6","140","2.5","5","0","","","","","","","","",""
"2016","110003000011","Takoma EC","District of Columbia","38.975","-77.0228","Primary","Regular school","No","","468","","230","22","22","22","233","15","15","15","","","","","","","","",""
"2016","110003000013","Stanton ES","District of Columbia","38.8593","-76.9686","Primary","Regular school","No","","520","","237","9","9","9","237","15","15","15","","","","","","","","",""
"2016","110003000016","Duke Ellington School of the Arts","District of Columbia","38.9228","-77.0266","High","Regular school","No","","537","","137","47","49","45","145","12","14","10","","","","","","","","",""
"2016","110003000019","Sousa MS","District of Columbia","38.884","-76.9534","Middle","Regular school","No","","255","","243","10","10","10","244","2","2","2","","","","","","","","",""
"2016","110003000024","Seaton ES","District of Columbia","38.9105","-77.0249","Primary","Regular school","No","","341","","99","32","34","30","100","47","49","45","","","","","","","","",""
"2016","110003000025","Savoy ES","District of Columbia","38.8628","-76.9938","Primary","Regular school","No","","315","","139","12","14","10","138","7.5","9","6","","","","","","","","",""
"2016","110003000027","Ross ES","District of Columbia","38.9124","-77.0397","Primary","Regular school","No","","171","","62","77","79","75","62","87","89","85","","","","","","","","",""
"2016","110003000029","Randle Highlands ES","District of Columbia","38.8702","-76.9644","Primary","Regular school","No","","333","","119","12","14","10","119","17","19","15","","","","","","","","",""
"2016","110003000030","Shepherd ES","District of Columbia","38.9846","-77.034","Primary","Regular school","No","","361","","135","52","54","50","134","52","54","50","","","","","","","","",""
"2016","110003000032","Marie Reed ES at MacFarland","District of Columbia","38.9436","-77.0279","Primary","Regular school","No","","398","","142","37","39","35","143","47","49","45","","","","","","","","",""
"2016","110003000033","Raymond EC","District of Columbia","38.9357","-77.0261","Primary","Regular school","No","","613","","303","24","24","24","306","19","19","19","","","","","","","","",""
"2016","110003000034","Maury ES","District of Columbia","38.8923","-76.9887","Primary","Regular school","No","","387","","134","62","64","60","134","57","59","55","","","","","","","","",""
"2016","110003000035","Mann ES","District of Columbia","38.9342","-77.0878","Primary","Regular school","No","","379","","136","77","79","75","136","72","74","70","","","","","","","","",""
"2016","110003000036","Malcolm X ES at Green","District of Columbia","38.8416","-76.9836","Primary","Regular school","No","","237","","85","7.5","9","6","84","12","14","10","","","","","","","","",""
"2016","110003000037","Ludlow Taylor ES","District of Columbia","38.8985","-76.9966","Primary","Regular school","No","","373","","120","57","59","55","120","47","49","45","","","","","","","","",""
"2016","110003000041","Leckie ES","District of Columbia","38.8282","-77.0133","Primary","Regular school","No","","553","","232","28","28","28","230","14","14","14","","","","","","","","",""
"2016","110003000042","LaSalle Backus EC","District of Columbia","38.96","-76.9999","Primary","Regular school","No","","369","","214","15","15","15","218","16","16","16","","","","","","","","",""
"2016","110003000044","Langdon ES","District of Columbia","38.9249","-76.9769","Primary","Regular school","No","","323","","115","12","14","10","116","12","14","10","","","","","","","","",""
"2016","110003000045","Lafayette ES","District of Columbia","38.9666","-77.0681","Primary","Regular school","No","","761","","281","77","77","77","280","83","83","83","","","","","","","","",""
"2016","110003000048","Watkins ES Capitol Hill Cluster","District of Columbia","38.8927","-76.979","Primary","Regular school","No","","436","","262","42","42","42","262","48","48","48","","","","","","","","",""
"2016","110003000049","Thomas ES","District of Columbia","38.9013","-76.9522","Primary","Regular school","No","","409","","160","12","14","10","160","12","14","10","","","","","","","","",""
"2016","110003000050","Stoddert ES","District of Columbia","38.923","-77.0791","Primary","Regular school","No","","435","","186","82","84","80","186","82","84","80","","","","","","","","",""
"2016","110003000054","Simon ES","District of Columbia","38.8359","-77","Primary","Regular school","No","","276","","126","2.5","5","0","126","7.5","9","6","","","","","","","","",""
"2016","110003000055","Woodson H D HS","District of Columbia","38.8969","-76.923","High","Regular school","No","","634","","177","7.5","9","6","185","2.5","5","0","","","","","","","","",""
"2016","110003000062","J O Wilson ES","District of Columbia","38.9031","-76.9968","Primary","Regular school","No","","495","","173","27","29","25","173","32","34","30","","","","","","","","",""
"2016","110003000064","Smothers ES","District of Columbia","38.8937","-76.9385","Primary","Regular school","No","","253","","81","7.5","9","6","81","2.5","5","0","","","","","","","","",""
"2016","110003000065","Whittier EC","District of Columbia","38.9659","-77.019","Primary","Regular school","No","","341","","180","27","29","25","181","27","29","25","","","","","","","","",""
"2016","110003000067","West EC","District of Columbia","38.9515","-77.0325","Primary","Regular school","No","","315","","145","37","39","35","147","32","34","30","","","","","","","","",""
"2016","110003000068","Wheatley EC","District of Columbia","38.904","-76.9886","Primary","Regular school","No","","321","","184","12","14","10","184","7.5","9","6","","","","","","","","",""
"2016","110003000070","Walker Jones EC","District of Columbia","38.9043","-77.014","Primary","Regular school","No","","451","","203","10","10","10","204","14","14","14","","","","","","","","",""
"2016","110003000072","Tyler ES","District of Columbia","38.881","-76.9924","Primary","Regular school","No","","514","","171","27","29","25","171","27","29","25","","","","","","","","",""
"2016","110003000073","Turner ES","District of Columbia","38.8476","-76.9802","Primary","Regular school","No","","484","","191","12","14","10","190","12","14","10","","","","","","","","",""
"2016","110003000074","Tubman ES","District of Columbia","38.9292","-77.0291","Primary","Regular school","No","","542","","230","18","18","18","233","19","19","19","","","","","","","","",""
"2016","110003000075","Truesdell EC","District of Columbia","38.9539","-77.0251","Primary","Regular school","No","","679","","354","34","34","34","358","19","19","19","","","","","","","","",""
"2016","110003000076","Thomson ES","District of Columbia","38.9035","-77.0285","Primary","Regular school","No","","314","","125","37","39","35","126","47","49","45","","","","","","","","",""
"2016","110003000078","Eastern HS","District of Columbia","38.8904","-76.9795","High","Regular school","No","","818","","187","22","24","20","214","2","2","2","","","","","","","","",""
"2016","110003000079","Dunbar HS","District of Columbia","38.9077","-77.0128","High","Regular school","No","","584","","159","7.5","9","6","167","2.5","5","0","","","","","","","","",""
"2016","110003000081","Coolidge HS","District of Columbia","38.9673","-77.0195","High","Regular school","No","","346","","78","12","14","10","78","2.5","5","0","","","","","","","","",""
"2016","110003000082","Cardozo EC","District of Columbia","38.9221","-77.0284","Other","Regular school","No","","797","","278","12","12","12","283","6","6","6","","","","","","","","",""
"2016","110003000084","Ballou HS","District of Columbia","38.8384","-77.0014","High","Regular school","No","","930","","280","9","9","9","272","0.5","1","0","","","","","","","","",""
"2016","110003000085","Anacostia HS","District of Columbia","38.8699","-76.9827","High","Regular school","No","","449","","88","2.5","5","0","97","2.5","5","0","","","","","","","","",""
"2016","110003000096","Eaton ES","District of Columbia","38.9329","-77.0658","Primary","Regular school","No","","477","","222","71","71","71","222","70","70","70","","","","","","","","",""
"2016","110003000097","Drew ES","District of Columbia","38.896","-76.92","Primary","Regular school","No","","253","","103","17","19","15","103","12","14","10","","","","","","","","",""
"2016","110003000100","H D Cooke ES","District of Columbia","38.9241","-77.0388","Primary","Regular school","No","","420","","163","17","19","15","163","37","39","35","","","","","","","","",""
"2016","110003000102","King M L ES","District of Columbia","38.8424","-76.9982","Primary","Regular school","No","","374","","149","12","14","10","149","12","14","10","","","","","","","","",""
"2016","110003000103","Cleveland ES","District of Columbia","38.9151","-77.0227","Primary","Regular school","No","","321","","119","27","29","25","118","32","34","30","","","","","","","","",""
"2016","110003000106","Burrville ES","District of Columbia","38.9004","-76.9238","Primary","Regular school","No","","325","","98","12","14","10","98","17","19","15","","","","","","","","",""
"2016","110003000107","Burroughs ES","District of Columbia","38.9336","-76.9785","Primary","Regular school","No","","290","","89","22","24","20","89","27","29","25","","","","","","","","",""
"2016","110003000110","Bruce Monroe ES at Park View","District of Columbia","38.9344","-77.0213","Primary","Regular school","No","","473","","164","22","24","20","166","37","39","35","","","","","","","","",""
"2016","110003000111","Bunker Hill ES","District of Columbia","38.942","-76.985","Primary","Regular school","No","","195","","65","17","19","15","66","22","24","20","","","","","","","","",""
"2016","110003000112","Brightwood EC","District of Columbia","38.9606","-77.0302","Primary","Regular school","No","","755","","404","17","17","17","410","26","26","26","","","","","","","","",""
"2016","110003000113","Brent ES","District of Columbia","38.8846","-77.0015","Primary","Regular school","No","","404","","142","62","64","60","142","62","64","60","","","","","","","","",""
"2016","110003000118","Beers ES","District of Columbia","38.8646","-76.9559","Primary","Regular school","No","","464","","177","27","29","25","177","22","24","20","","","","","","","","",""
"2016","110003000119","Barnard ES","District of Columbia","38.9479","-77.0178","Primary","Regular school","No","","649","","235","42","42","42","236","35","35","35","","","","","","","","",""
"2016","110003000120","Bancroft ES at Sharpe","District of Columbia","38.9436","-77.0304","Primary","Regular school","No","","530","","208","26","26","26","207","28","28","28","","","","","","","","",""
"2016","110003000121","Amidon Bowen ES","District of Columbia","38.8798","-77.0182","Primary","Regular school","No","","350","","153","12","14","10","153","2.5","5","0","","","","","","","","",""
"2016","110003000122","Aiton ES","District of Columbia","38.8967","-76.9337","Primary","Regular school","No","","251","","86","12","14","10","86","17","19","15","","","","","","","","",""
"2016","110003000125","Powell ES","District of Columbia","38.9416","-77.0314","Primary","Regular school","No","","534","","195","17","19","15","199","37","39","35","","","","","","","","",""
"2016","110003000126","Plummer ES","District of Columbia","38.8871","-76.9397","Primary","Regular school","No","","391","","152","12","14","10","152","17","19","15","","","","","","","","",""
"2016","110003000131","School Without Walls HS","District of Columbia","38.8981","-77.0479","High","Regular school","No","","585","","140","87","89","85","135","67","69","65","","","","","","","","",""
"2016","110003000133","Wilson HS","District of Columbia","38.95","-77.0777","High","Regular school","No","","1750","","454","54","54","54","443","22","22","22","","","","","","","","",""
"2016","110003000135","Hart MS","District of Columbia","38.8374","-76.9974","Middle","Regular school","No","","349","","336","7","7","7","336","3","3","3","","","","","","","","",""
"2016","110003000138","Deal MS","District of Columbia","38.9529","-77.0752","Middle","Regular school","No","","1477","","1446","68","68","68","1449","55","55","55","","","","","","","","",""
"2016","110003000143","Kramer MS","District of Columbia","38.8713","-76.9802","Middle","Regular school","No","","193","","224","3","3","3","218","0.5","1","0","","","","","","","","",""
"2016","110003000144","Johnson John Hayden MS","District of Columbia","38.8513","-76.9837","Middle","Regular school","No","","252","","267","7","7","7","266","5","5","5","","","","","","","","",""
"2016","110003000149","School Without Walls at Francis Stevens","District of Columbia","38.9076","-77.0523","Primary","Regular school","No","","471","","270","44","44","44","270","37","37","37","","","","","","","","",""
"2016","110003000151","Eliot Hine MS","District of Columbia","38.8927","-76.979","Middle","Regular school","No","","200","","190","12","14","10","187","7.5","9","6","","","","","","","","",""
"2016","110003000152","Browne EC","District of Columbia","38.9026","-76.9708","Primary","Regular school","No","","309","","149","12","14","10","152","12","14","10","","","","","","","","",""
"2016","110003000153","Benjamin Banneker HS","District of Columbia","38.9237","-77.024","High","Regular school","No","","482","","129","92","94","90","132","52","54","50","","","","","","","","",""
"2016","110003000156","Peabody ES Capitol Hill Cluster","District of Columbia","38.8929","-76.9999","Primary","Regular school","No","","231","","","","","","","","","","","","","","","","","",""
"2016","110003000157","Payne ES","District of Columbia","38.8851","-76.9847","Primary","Regular school","No","","300","","116","17","19","15","115","27","29","25","","","","","","","","",""
"2016","110003000158","Patterson ES","District of Columbia","38.8268","-77.0082","Primary","Regular school","No","","394","","142","12","14","10","141","12","14","10","","","","","","","","",""
"2016","110003000160","Oyster Adams Bilingual School","District of Columbia","38.9235","-77.0573","Primary","Regular school","No","","674","","401","68","68","68","402","56","56","56","","","","","","","","",""
"2016","110003000161","Orr ES","District of Columbia","38.8722","-76.9744","Primary","Regular school","No","","408","","146","12","14","10","146","17","19","15","","","","","","","","",""
"2016","110003000163","Nalle ES","District of Columbia","38.886","-76.9309","Primary","Regular school","No","","391","","134","12","14","10","134","22","24","20","","","","","","","","",""
"2016","110003000164","Noyes ES","District of Columbia","38.9252","-76.9918","Primary","Regular school","No","","197","","74","17","19","15","74","27","29","25","","","","","","","","",""
"2016","110003000165","Garfield ES","District of Columbia","38.8516","-76.9708","Primary","Regular school","No","","301","","129","22","24","20","129","17","19","15","","","","","","","","",""
"2016","110003000171","Garrison ES","District of Columbia","38.9138","-77.0283","Primary","Regular school","No","","253","","72","17","19","15","71","22","24","20","","","","","","","","",""
"2016","110003000173","Kimball ES","District of Columbia","38.883","-76.9576","Primary","Regular school","No","","372","","142","7.5","9","6","142","12","14","10","","","","","","","","",""
"2016","110003000174","Key ES","District of Columbia","38.9268","-77.1007","Primary","Regular school","No","","397","","153","77","79","75","153","67","69","65","","","","","","","","",""
"2016","110003000176","Ketcham ES","District of Columbia","38.866","-76.9836","Primary","Regular school","No","","309","","114","12","14","10","114","32","34","30","","","","","","","","",""
"2016","110003000179","Janney ES","District of Columbia","38.9475","-77.081","Primary","Regular school","No","","722","","314","85","85","85","314","80","80","80","","","","","","","","",""
"2016","110003000180","Hyde Addison ES","District of Columbia","38.9081","-77.0646","Primary","Regular school","No","","329","","120","57","59","55","116","62","64","60","","","","","","","","",""
"2016","110003000181","Houston ES","District of Columbia","38.9054","-76.93","Primary","Regular school","No","","299","","111","12","14","10","111","12","14","10","","","","","","","","",""
"2016","110003000182","Hendley ES","District of Columbia","38.8289","-76.9996","Primary","Regular school","No","","445","","191","2.5","5","0","191","2.5","5","0","","","","","","","","",""
"2016","110003000183","Hearst ES","District of Columbia","38.9407","-77.072","Primary","Regular school","No","","312","","116","67","69","65","120","62","64","60","","","","","","","","",""
"2016","110003000185","C W  Harris ES","District of Columbia","38.8836","-76.9261","Primary","Regular school","No","","285","","132","2.5","5","0","132","7.5","9","6","","","","","","","","",""
"2016","110003000186","Hardy MS","District of Columbia","38.9154","-77.0687","Middle","Regular school","No","","374","","364","44","44","44","365","31","31","31","","","","","","","","",""
"2016","110003000191","Stuart Hobson MS Capitol Hill Cluster","District of Columbia","38.8966","-77","Middle","Regular school","No","","431","","415","38","38","38","415","18","18","18","","","","","","","","",""
"2016","110003000198","Luke Moore Alternative HS","District of Columbia","38.9317","-76.9923","High","Other/alternative school","No","","266","","43","5","10","0","42","5","10","0","","","","","","","","",""
"2016","110003000203","Tuition Grant DCPS Non Public","District of Columbia","38.9061","-77.0063","Missing/not reported","Regular school","No","","","","","","","","","","","","","","","","","","","",""
"2016","110003000207","Ballou STAY","District of Columbia","38.8384","-77.0014","High","Regular school","No","","466","","22","10","20","0","26","10","20","0","","","","","","","","",""
"2016","110003000264","Roosevelt STAY","District of Columbia","38.943","-77.0292","High","Regular school","No","","613","","14","24.5","49","0","12","24.5","49","0","","","","","","","","",""
"2016","110003000265","Residential Schools","District of Columbia","38.9061","-77.0063","Missing/not reported","Regular school","No","","","","","","","","","","","","","","","","","","","",""
"2016","110003000266","Lashawn DCPS Non Public","District of Columbia","38.9061","-77.0063","Missing/not reported","Regular school","No","","","","","","","","","","","","","","","","","","","",""
"2016","110003000267","McKinley Technology HS","District of Columbia","38.9149","-77.0043","High","Regular school","No","","619","","185","42","44","40","170","17","19","15","","","","","","","","",""
"2016","110003000271","Child and Family Services Regular Ed","District of Columbia","38.9061","-77.0063","Missing/not reported","Other/alternative school","No","","","","","","","","","","","","","","","","","","","",""
"2016","110003000272","Kelly Miller MS","District of Columbia","38.8933","-76.9324","Middle","Regular school","No","","449","","452","13","13","13","453","9","9","9","","","","","","","","",""
"2016","110003000297","Pre-K Incentive Program","District of Columbia","38.8989","-77.0317","Missing/not reported","Regular school","No","","","","","","","","","","","","","","","","","","","",""
"2016","110003000396","Columbia Heights EC","District of Columbia","38.9294","-77.0355","Other","Regular school","No","","1336","","535","24","24","24","525","14","14","14","","","","","","","","",""
"2016","110003000397","Washington Metropolitan HS","District of Columbia","38.9203","-77.0169","High","Other/alternative school","No","","125","","46","5","10","0","39","5","10","0","","","","","","","","",""
"2016","110003000407","Phelps Architecture Construction and Engineering HS","District of Columbia","38.9018","-76.9719","High","Regular school","No","","328","","61","22","24","20","66","7.5","9","6","","","","","","","","",""
"2016","110003000445","Langley ES","District of Columbia","38.9142","-77.0055","Primary","Regular school","No","","284","","120","17","19","15","120","7.5","9","6","","","","","","","","",""
"2016","110003000446","Capitol Hill Montessori School at Logan","District of Columbia","38.8984","-77.0026","Primary","Regular school","No","","361","","114","47","49","45","114","42","44","40","","","","","","","","",""
"2016","110003000453","Jefferson Middle School Academy","District of Columbia","38.8801","-77.023","Middle","Regular school","No","","305","","301","19","19","19","302","14","14","14","","","","","","","","",""
"2016","110003000466","School Within School at Goding","District of Columbia","38.8976","-76.9932","Primary","Regular school","No","","307","","102","72","74","70","102","72","74","70","","","","","","","","",""
"2016","110003000470","McKinley MS","District of Columbia","38.9149","-77.0043","Middle","Regular school","No","","213","","218","19","19","19","217","6","6","6","","","","","","","","",""
"2016","110003000494","Brookland MS","District of Columbia","38.9384","-76.9912","Middle","Regular school","No","","254","","233","13","13","13","233","4","4","4","","","","","","","","",""
"2016","110003000504","Dorothy I Height ES","District of Columbia","38.9447","-77.0305","Primary","Regular school","No","","518","","171","27","29","25","171","32","34","30","","","","","","","","",""
"2016","110003000505","Van Ness ES","District of Columbia","38.877","-76.999","Primary","Regular school","No","","171","","","","","","","","","","","","","","","","","",""
"2016","110003000506","River Terrace EC","District of Columbia","38.8953","-76.958","Other","Special education school","No","","131","","16","30","39","21","15","75","100","50","","","","","","","","",""
"2016","110003000511","MacFarland MS","District of Columbia","38.9436","-77.0278","Middle","Regular school","No","","69","","64","17","19","15","67","7.5","9","6","","","","","","","","",""
"2016","110003000512","Ron Brown College Preparatory High School","District of Columbia","38.9066","-76.9325","Other","Regular school","No","","105","","","","","","7","24.5","49","0","","","","","","","","",""
"2016","110003100246","KIPP DC KEY Academy PCS","District of Columbia","38.8825","-76.9342","Middle","Regular school","Yes","","337","","324","39","39","39","324","40","40","40","","","","","","","","",""
"2016","110003100375","KIPP DC LEAP Academy PCS","District of Columbia","38.8825","-76.9342","Primary","Regular school","Yes","","198","","","","","","","","","","","","","","","","","",""
"2016","110003100376","KIPP DC WILL Academy PCS","District of Columbia","38.9101","-77.0181","Middle","Regular school","Yes","","346","","330","22","22","22","328","27","27","27","","","","","","","","",""
"2016","110003100381","KIPP DC AIM Academy PCS","District of Columbia","38.8562","-76.9889","Middle","Regular school","Yes","","373","","358","29","29","29","358","30","30","30","","","","","","","","",""
"2016","110003100419","KIPP DC PCS Promise Academy","District of Columbia","38.8825","-76.9342","Primary","Regular school","Yes","","525","","199","47","49","45","199","72","74","70","","","","","","","","",""
"2016","110003100421","KIPP DC College Preparatory Academy PCS","District of Columbia","38.9093","-76.9945","High","Regular school","Yes","","594","","138","32","34","30","150","27","29","25","","","","","","","","",""
"2016","110003100427","KIPP DC Discover Academy PCS","District of Columbia","38.8562","-76.9889","Primary","Regular school","Yes","","352","","","","","","","","","","","","","","","","","",""
"2016","110003100432","KIPP DC Grow Academy PCS","District of Columbia","38.9101","-77.0181","Primary","Regular school","Yes","","328","","","","","","","","","","","","","","","","","",""
"2016","110003100452","KIPP DC Heights Academy PCS","District of Columbia","38.8562","-76.9889","Primary","Regular school","Yes","","461","","212","37","37","37","212","65","65","65","","","","","","","","",""
"2016","110003100463","KIPP DC Lead Academy PCS","District of Columbia","38.9101","-77.0181","Primary","Regular school","Yes","","418","","197","42","44","40","197","62","64","60","","","","","","","","",""
"2016","110003100468","KIPP DC Connect Academy PCS","District of Columbia","38.9074","-76.9815","Primary","Regular school","Yes","","325","","","","","","","","","","","","","","","","","",""
"2016","110003100469","KIPP DC Spring Academy PCS","District of Columbia","38.9074","-76.9815","Primary","Regular school","Yes","","335","","123","27","29","25","123","67","69","65","","","","","","","","",""
"2016","110003100486","KIPP DC Valor Academy PCS","District of Columbia","38.892","-76.9251","Middle","Regular school","Yes","","223","","209","22","22","22","209","16","16","16","","","","","","","","",""
"2016","110003100487","KIPP DC Northeast Academy PCS","District of Columbia","38.9074","-76.9815","Middle","Regular school","Yes","","326","","319","39","39","39","319","17","17","17","","","","","","","","",""
"2016","110003100488","KIPP DC Quest Academy PCS","District of Columbia","38.892","-76.9251","Primary","Regular school","Yes","","365","","154","27","29","25","154","47","49","45","","","","","","","","",""
"2016","110003100489","KIPP DC Arts and Technology Academy PCS","District of Columbia","38.892","-76.9251","Primary","Regular school","Yes","","277","","","","","","","","","","","","","","","","","",""
"2016","110003200247","Latin American Montessori Bilingual PCS","District of Columbia","38.9622","-77.0324","Primary","Regular school","Yes","","426","","99","57","59","55","99","42","44","40","","","","","","","","",""
"2016","110003400249","Thurgood Marshall Academy PCS","District of Columbia","38.8623","-76.9938","High","Regular school","Yes","","388","","98","27","29","25","95","12","14","10","","","","","","","","",""
"2016","110003500253","Capital City PCS Lower","District of Columbia","38.9622","-77.0129","Primary","Regular school","Yes","","325","","99","27","29","25","100","27","29","25","","","","","","","","",""
"2016","110003500464","Capital City PCS Middle","District of Columbia","38.9622","-77.0129","Middle","Regular school","Yes","","325","","317","35","35","35","317","20","20","20","","","","","","","","",""
"2016","110003500475","Capital City PCS High","District of Columbia","38.9622","-77.0129","High","Regular school","Yes","","333","","89","27","29","25","86","7.5","9","6","","","","","","","","",""
"2016","110003900257","Paul PCS Middle School","District of Columbia","38.9614","-77.0251","Middle","Regular school","Yes","","242","","227","19","19","19","228","15","15","15","","","","","","","","",""
"2016","110003900477","Paul PCS International High School","District of Columbia","38.9614","-77.0251","High","Regular school","Yes","","487","","124","7.5","9","6","115","7.5","9","6","","","","","","","","",""
"2016","110004200273","DC Bilingual PCS","District of Columbia","38.9548","-77.0066","Primary","Regular school","Yes","","410","","114","42","44","40","114","32","34","30","","","","","","","","",""
"2016","110004300274","EL Haynes PCS Middle","District of Columbia","38.9343","-77.0243","Middle","Regular school","Yes","","348","","342","23","23","23","342","20","20","20","","","","","","","","",""
"2016","110004300433","EL Haynes PCS High","District of Columbia","38.9455","-77.0224","High","Regular school","Yes","","450","","113","32","34","30","124","22","24","20","","","","","","","","",""
"2016","110004300472","EL Haynes PCS Elementary","District of Columbia","38.9455","-77.0224","Primary","Regular school","Yes","","345","","98","42","44","40","98","47","49","45","","","","","","","","",""
"2016","110004400275","Mary McLeod Bethune Day Academy PCS","District of Columbia","38.9295","-76.9864","Primary","Regular school","Yes","","403","","175","12","14","10","176","12","14","10","","","","","","","","",""
