"year","ncessch","school_name","state_name","latitude","longitude","school_level","school_type","charter","free_or_reduced_price_lunch","enrollment","enrollment_crdc","read_test_num_valid","read_test_pct_prof_midpt","read_test_pct_prof_high","read_test_pct_prof_low","math_test_num_valid","math_test_pct_prof_midpt","math_test_pct_prof_high","math_test_pct_prof_low","enrl_AP","enrl_IB","enrl_gifted_talented","instances_mech_restraint","instances_phys_restraint","instances_seclusion","primarily_serve_students_w_dis","charter_crdc","magnet_crdc"
"2011","110003000033","RAYMOND ES","District of Columbia","38.9357","-77.0261","Primary","Regular school","No","213","442","447","192","42","44","40","199","42","44","40","","","","","","","No","No","No"
"2011","110003000034","MAURY ES","District of Columbia","38.8923","-76.9887","Primary","Regular school","No","116","293","295","61","37","39","35","61","42","44","40","","","","","","","No","No","No"
"2011","110003000035","MANN ES","District of Columbia","38.9342","-77.0878","Primary","Regular school","No","26","290","287","125","87","89","85","125","82","84","80","","","","","","","No","No","No"
"2011","110003000036","MALCOLM X ES","District of Columbia","38.8449","-76.9863","Primary","Regular school","No","181","263","261","86","17","19","15","86","22","24","20","","","","","","","No","No","No"
"2011","110003000037","LUDLOW TAYLOR ES","District of Columbia","38.8985","-76.9966","Primary","Regular school","No","105","261","260","78","62","64","60","78","57","59","55","","","","","","","No","No","No"
"2011","110003000041","LECKIE ES","District of Columbia","38.8282","-77.0133","Primary","Regular school","No","265","365","364","112","37","39","35","112","37","39","35","","","","","","","No","No","No"
"2011","110003000042","LASALLE   BACKUS EC","District of Columbia","38.9598","-76.9999","Primary","Regular school","No","149","293","295","154","22","24","20","154","22","24","20","","","","","","","No","No","No"
"2011","110003000044","LANGDON EC","District of Columbia","38.9249","-76.9769","Primary","Regular school","No","311","410","406","193","57","59","55","193","57","59","55","","","","","","","No","No","No"
"2011","110003000045","LAFAYETTE ES","District of Columbia","38.9666","-77.0681","Primary","Regular school","No","44","707","706","297","90","90","90","298","91","91","91","","","","","","","No","No","No"
"2011","110003000048","WATKINS ES CAPITOL HILL CLUSTER","District of Columbia","38.8836","-76.9899","Primary","Regular school","No","197","523","518","294","59","59","59","294","65","65","65","","","","","","","No","No","No"
"2011","110003000049","THOMAS ES","District of Columbia","38.9013","-76.9522","Primary","Regular school","No","146","238","237","89","37","39","35","89","47","49","45","","","","","","","No","No","No"
"2011","110003000050","STODDERT ES","District of Columbia","38.923","-77.0791","Primary","Regular school","No","58","349","347","128","77","79","75","132","82","84","80","","","","","","","No","No","No"
"2011","110003000054","SIMON ES","District of Columbia","38.8359","-77","Primary","Regular school","No","162","254","252","102","32","34","30","102","32","34","30","","","","","","","No","No","No"
"2011","110003000055","WOODSON H D  HS","District of Columbia","38.8841","-76.9336","High","Regular school","No","639","810","843","189","22","24","20","189","17","19","15","49","0","","","","","No","No","No"
"2011","110003000061","WINSTON EC","District of Columbia","38.8576","-76.9629","Primary","Vocational school","No","223","305","312","190","22","24","20","190","22","24","20","","","","","","","No","No","No"
"2011","110003000062","WILSON J O  ES","District of Columbia","38.9031","-76.9968","Primary","Regular school","No","183","385","382","121","47","49","45","121","37","39","35","","","","","","","No","No","No"
"2011","110003000064","SMOTHERS ES","District of Columbia","38.8937","-76.9385","Primary","Regular school","No","133","244","246","81","22","24","20","81","32","34","30","","","","","","","No","No","No"
"2011","110003000065","WHITTIER EC","District of Columbia","38.9659","-77.019","Primary","Regular school","No","189","351","349","204","39","39","39","210","42","42","42","","","","","","","No","No","No"
"2011","110003000067","WEST EC","District of Columbia","38.9514","-77.0323","Primary","Regular school","No","176","248","246","120","47","49","45","120","52","54","50","","","","","","","No","No","No"
"2011","110003000068","WHEATLEY EC","District of Columbia","38.9079","-76.9814","Primary","Regular school","No","354","480","482","281","27","27","27","282","30","30","30","","","","","","","No","No","No"
"2011","110003000069","FEREBEE HOPE ES","District of Columbia","38.8323","-76.9954","Primary","Regular school","No","172","241","242","107","22","24","20","107","22","24","20","","","","","","","No","No","No"
"2011","110003000070","WALKER JONES EC","District of Columbia","38.9036","-77.0129","Primary","Regular school","No","265","421","429","221","28","28","28","221","29","29","29","","","","","","","No","No","No"
"2011","110003000072","TYLER ES","District of Columbia","38.8808","-76.9923","Primary","Regular school","No","256","407","408","105","37","39","35","106","22","24","20","","","","","","","No","No","No"
"2011","110003000073","TURNER  ES AT GREEN","District of Columbia","38.8478","-76.9803","Primary","Regular school","No","202","307","305","131","22","24","20","131","22","24","20","","","","","","","No","No","No"
"2011","110003000074","TUBMAN ES","District of Columbia","38.9292","-77.0291","Primary","Regular school","No","266","492","495","165","52","54","50","167","62","64","60","","","","","","","No","No","No"
"2011","110003000075","TRUESDELL EC","District of Columbia","38.9539","-77.0251","Primary","Regular school","No","376","427","429","235","38","38","38","238","45","45","45","","","","","","","No","No","No"
"2011","110003000076","THOMSON ES","District of Columbia","38.9035","-77.0285","Primary","Regular school","No","250","329","326","136","47","49","45","139","52","54","50","","","","","","","No","No","No"
"2011","110003000078","EASTERN SHS","District of Columbia","38.8904","-76.9795","High","Regular school","No","211","303","302","1","Suppressed data","Suppressed data","Suppressed data","","","","","","0","","","","","No","No","No"
"2011","110003000079","DUNBAR SHS","District of Columbia","38.9087","-77.0144","High","Regular school","No","406","593","611","165","32","34","30","159","22","24","20","52","0","","","","","No","No","No"
"2011","110003000081","COOLIDGE SHS","District of Columbia","38.9673","-77.0195","High","Regular school","No","391","547","571","147","32","34","30","147","27","29","25","38","0","","","","","No","No","No"
"2011","110003000082","CARDOZO SHS","District of Columbia","38.9219","-77.0285","High","Regular school","No","370","477","514","117","27","29","25","117","32","34","30","55","0","","","","","No","No","No"
"2011","110003000084","BALLOU SHS","District of Columbia","38.8402","-77.0016","High","Regular school","No","602","951","1060","203","20","20","20","202","22","22","22","88","0","","","","","No","No","No"
"2011","110003000085","ANACOSTIA SHS","District of Columbia","38.8701","-76.9831","High","Regular school","No","694","784","836","174","17","19","15","169","12","14","10","63","0","","","","","No","No","No"
"2011","110003000089","SHARPE HEALTH SCHOOL","District of Columbia","38.9435","-77.0305","Other","Special education school","No","78","204","91","22","90","100","80","22","90","100","80","","0","","","","","Yes","No","No"
"2011","110003000090","MAMIE D  LEE SCHOOL","District of Columbia","38.953","-77.0075","Other","Special education school","No","39","236","94","23","90","100","80","23","90","100","80","","0","","","","","Yes","No","No"
"2011","110003000092","PROSPECT LC","District of Columbia","38.8976","-76.9932","Primary","Special education school","No","63","215","102","99","7.5","9","6","99","17","19","15","","","","","","","Yes","No","No"
"2011","110003000094","EMERY ES","District of Columbia","38.9135","-77.0074","Not applicable","Regular school","No","Not applicable","Not applicable","","","","","","","","","","","","","","","","","",""
"2011","110003000095","CONSOLIDATED HEADSTART","District of Columbia","38.9005","-77.0087","Not applicable","Regular school","No","Not applicable","Not applicable","","","","","","","","","","","","","","","","","",""
"2011","110003000096","EATON ES","District of Columbia","38.9329","-77.0658","Primary","Regular school","No","96","458","456","181","87","89","85","182","82","84","80","","","","","","","No","No","No"
"2011","110003000097","DREW ES","District of Columbia","38.896","-76.92","Primary","Regular school","No","135","182","184","66","22","24","20","66","2.5","5","0","","","","","","","No","No","No"
"2011","110003000099","DAVIS ES","District of Columbia","38.8791","-76.9376","Primary","Regular school","No","129","188","182","69","32","34","30","69","27","29","25","","","","","","","No","No","No"
"2011","110003000100","COOKE H D  ES AT K C  LEWIS","District of Columbia","38.9204","-77.0169","Primary","Regular school","No","178","397","400","132","32","34","30","133","27","29","25","","","","","","","No","No","No"
"2011","110003000102","KING M L  ES","District of Columbia","38.8424","-76.9982","Primary","Regular school","No","229","346","348","139","27","29","25","139","32","34","30","","","","","","","No","No","No"
"2011","110003000103","CLEVELAND ES","District of Columbia","38.9151","-77.0227","Primary","Regular school","No","123","304","303","99","67","69","65","99","77","79","75","","","","","","","No","No","No"
"2011","110003000106","BURRVILLE ES","District of Columbia","38.9004","-76.9238","Primary","Regular school","No","308","374","373","136","37","39","35","136","32","34","30","","","","","","","No","No","No"
"2011","110003000107","BURROUGHS EC","District of Columbia","38.9336","-76.9785","Primary","Regular school","No","236","298","299","159","52","54","50","159","57","59","55","","","","","","","No","No","No"
"2011","110003000110","BRUCE MONROE ES","District of Columbia","38.934","-77.0209","Primary","Regular school","No","188","461","464","171","27","29","25","178","37","39","35","","","","","","","No","No","No"
"2011","110003000111","BROOKLAND AT BUNKER HILL ES","District of Columbia","38.9386","-76.9911","Primary","Regular school","No","233","307","302","190","37","39","35","190","37","39","35","","","","","","","No","No","No"
"2011","110003000112","BRIGHTWOOD ES","District of Columbia","38.9606","-77.0302","Primary","Regular school","No","206","551","558","266","33","33","33","285","32","32","32","","","","","","","No","No","No"
"2011","110003000113","BRENT ES","District of Columbia","38.8846","-77.0015","Primary","Regular school","No","70","347","349","115","72","74","70","115","72","74","70","","","","","","","No","No","No"
"2011","110003000118","BEERS ES","District of Columbia","38.8646","-76.9559","Primary","Regular school","No","217","392","387","107","42","44","40","107","42","44","40","","","","","","","No","No","No"
"2011","110003000119","BARNARD ES","District of Columbia","38.9479","-77.0178","Primary","Regular school","No","395","483","486","125","52","54","50","125","57","59","55","","","","","","","No","No","No"
"2011","110003000120","BANCROFT ES","District of Columbia","38.9344","-77.0405","Primary","Regular school","No","376","463","468","178","37","39","35","178","52","54","50","","","","","","","No","No","No"
"2011","110003000121","AMIDON BOWEN  ES","District of Columbia","38.8798","-77.0182","Primary","Regular school","No","187","259","264","109","22","24","20","109","17","19","15","","","","","","","No","No","No"
"2011","110003000122","AITON ES","District of Columbia","38.8967","-76.9337","Primary","Regular school","No","184","272","271","103","17","19","15","103","22","24","20","","","","","","","No","No","No"
"2011","110003000125","POWELL ES LINCOLN HILL CLUSTER","District of Columbia","38.9416","-77.0314","Primary","Regular school","No","129","311","307","70","37","39","35","72","47","49","45","","","","","","","No","No","No"
"2011","110003000126","PLUMMER ES","District of Columbia","38.8871","-76.9397","Primary","Regular school","No","170","221","224","84","42","44","40","83","52","54","50","","","","","","","No","No","No"
"2011","110003000130","SPINGARN SHS","District of Columbia","38.8994","-76.971","High","Regular school","No","257","450","484","127","17","19","15","125","12","14","10","31","0","","","","","No","No","No"
"2011","110003000131","SCHOOL WITHOUT WALLS SHS","District of Columbia","38.8981","-77.0481","High","Regular school","No","121","536","532","113","97.5","100","95","113","97.5","100","95","319","0","","","","","No","No","Yes"
"2011","110003000133","WILSON WOODROW HS","District of Columbia","38.95","-77.0777","High","Regular school","No","590","1635","1645","395","59","59","59","395","58","58","58","534","0","","","","","No","No","No"
"2011","110003000135","HART MS","District of Columbia","38.8374","-76.9974","Middle","Regular school","No","392","542","538","562","23","23","23","562","28","28","28","","","","","","","No","No","No"
"2011","110003000138","DEAL JHS","District of Columbia","38.9529","-77.0752","Middle","Regular school","No","234","1023","1015","1001","82","82","82","1006","84","84","84","","","","","","","No","No","No"
"2011","110003000141","MACFARLAND MS LINCOLN HILL CLUSTER","District of Columbia","38.9436","-77.0278","Middle","Regular school","No","101","200","205","198","27","29","25","207","34","34","34","","","","","","","No","No","No"
"2011","110003000143","KRAMER MS","District of Columbia","38.8713","-76.9802","Middle","Regular school","No","206","283","283","280","18","18","18","281","25","25","25","","","","","","","No","No","No"
"2011","110003000144","JOHNSON JOHN HAYDEN MS","District of Columbia","38.8513","-76.9837","Middle","Regular school","No","179","258","254","256","17","17","17","259","22","22","22","","","","","","","No","No","No"
"2011","110003000145","JEFFERSON MS","District of Columbia","38.8799","-77.0229","Middle","Regular school","No","94","178","266","177","32","34","30","178","52","54","50","","","","","","","No","No","No"
"2011","110003000149","FRANCIS STEVENS EC","District of Columbia","38.9076","-77.0523","Primary","Regular school","No","155","234","240","146","52","54","50","148","47","49","45","","","","","","","No","No","No"
"2011","110003000151","ELIOT HINE JHS","District of Columbia","38.8927","-76.979","Middle","Regular school","No","222","357","359","335","25","25","25","333","37","37","37","","","","","","","No","No","No"
"2011","110003000152","BROWNE EC","District of Columbia","38.9026","-76.9708","Primary","Regular school","No","265","389","391","247","20","20","20","251","21","21","21","","","","","","","No","No","No"
"2011","110003000153","BENJAMIN BANNEKER ACADEMY HS","District of Columbia","38.9237","-77.024","High","Regular school","No","252","413","418","128","87","89","85","127","97.5","100","95","252","35","","","","","No","No","Yes"
"2011","110003000156","PEABODY ES","District of Columbia","38.8929","-76.9999","Primary","Regular school","No","40","236","150","","","","","","","","","","","","","","","No","No","No"
"2011","110003000157","PAYNE ES","District of Columbia","38.885","-76.9848","Primary","Regular school","No","127","239","238","72","42","44","40","72","47","49","45","","","","","","","No","No","No"
"2011","110003000158","PATTERSON ES","District of Columbia","38.8268","-77.0082","Primary","Regular school","No","219","323","329","111","27","29","25","111","17","19","15","","","","","","","No","No","No"
"2011","110003000160","OYSTER ES ADAMS ES","District of Columbia","38.9172","-77.0441","Primary","Regular school","No","83","677","679","401","84","84","84","402","82","82","82","","","","","","","No","No","No"
"2011","110003000161","ORR ES","District of Columbia","38.8722","-76.9744","Primary","Regular school","No","210","309","308","105","27","29","25","105","17","19","15","","","","","","","No","No","No"
"2011","110003000163","NALLE ES","District of Columbia","38.886","-76.9309","Primary","Regular school","No","205","333","329","106","22","24","20","106","27","29","25","","","","","","","No","No","No"
"2011","110003000164","NOYES ES","District of Columbia","38.9252","-76.9918","Primary","Regular school","No","182","357","358","217","32","32","32","217","34","34","34","","","","","","","No","No","No"
"2011","110003000165","GARFIELD ES","District of Columbia","38.8516","-76.9708","Primary","Regular school","No","175","242","240","97","12","14","10","97","12","14","10","","","","","","","No","No","No"
"2011","110003000171","GARRISON ES","District of Columbia","38.9138","-77.0283","Primary","Regular school","No","102","238","239","70","42","44","40","70","52","54","50","","","","","","","No","No","No"
"2011","110003000173","KIMBALL ES","District of Columbia","38.883","-76.9576","Primary","Regular school","No","204","316","312","135","27","29","25","135","32","34","30","","","","","","","No","No","No"
"2011","110003000174","KEY ES","District of Columbia","38.9268","-77.1007","Primary","Regular school","No","36","386","385","145","92","94","90","146","92","94","90","","","","","","","No","No","No"
"2011","110003000176","KETCHAM ES","District of Columbia","38.866","-76.9836","Primary","Regular school","No","189","257","259","98","27","29","25","98","27","29","25","","","","","","","No","No","No"
"2011","110003000177","KENILWORTH ES","District of Columbia","38.9081","-76.9406","Primary","Regular school","No","143","181","","57","24.5","29","20","57","24.5","29","20","","","","","","","","",""
"2011","110003000179","JANNEY ES","District of Columbia","38.9475","-77.081","Primary","Regular school","No","20","550","551","224","93","93","93","226","88","88","88","","","","","","","No","No","No"
"2011","110003000180","HYDE ADDISON ES","District of Columbia","38.9081","-77.0646","Primary","Regular school","No","66","310","307","105","82","84","80","107","82","84","80","","","","","","","No","No","No"
"2011","110003000181","HOUSTON ES","District of Columbia","38.9054","-76.93","Primary","Regular school","No","144","224","221","80","37","39","35","80","32","34","30","","","","","","","No","No","No"
"2011","110003000182","HENDLEY ES","District of Columbia","38.8289","-76.9996","Primary","Regular school","No","278","344","343","93","17","19","15","93","27","29","25","","","","","","","No","No","No"
"2011","110003000183","HEARST ES","District of Columbia","38.9407","-77.072","Primary","Regular school","No","79","259","259","100","62","64","60","102","62","64","60","","","","","","","No","No","No"
"2011","110003000185","C W  HARRIS ES","District of Columbia","38.8836","-76.9261","Primary","Regular school","No","154","224","231","82","12","14","10","82","17","19","15","","","","","","","No","No","No"
"2011","110003000186","HARDY MS","District of Columbia","38.9154","-77.0693","Middle","Regular school","No","200","420","415","390","63","63","63","390","68","68","68","","","","","","","No","No","No"
"2011","110003000188","MARSHALL EC","District of Columbia","38.9273","-76.9577","Primary","Vocational school","No","119","163","164","29","30","39","21","29","30","39","21","","","","","","","No","No","No"
"2011","110003000191","STUART HOBSON MS","District of Columbia","38.8966","-77","Middle","Regular school","No","219","410","407","401","58","58","58","401","61","61","61","","","","","","","No","No","No"
"2011","110003000198","LUKE C  MOORE HS","District of Columbia","38.932","-76.9922","High","Other/alternative school","No","159","293","327","77","22","24","20","77","7.5","9","6","10","0","","","","","No","No","No"
"2011","110003000200","SPINGARN STAY","District of Columbia","38.8997","-76.971","High","Other/alternative school","No","Missing/not reported","Missing/not reported","214","2","Suppressed data","Suppressed data","Suppressed data","1","Suppressed data","Suppressed data","Suppressed data","","0","","","","","No","No","No"
"2011","110003000203","TUITION GRANT   DCPS NON PUBLIC","District of Columbia","38.9005","-77.0095","Not applicable","Special education school","No","Not applicable","Not applicable","","489","9","9","9","476","6","6","6","","","","","","","","",""
"2011","110003000205","JACKIE ROBINSON CENTER","District of Columbia","38.864","-76.9979","Not applicable","Special education school","No","Not applicable","Not applicable","","","","","","","","","","","","","","","","","",""
"2011","110003000207","BALLOU STAY","District of Columbia","38.8394","-77.0016","High","Other/alternative school","No","Missing/not reported","Missing/not reported","908","7","24.5","49","0","7","24.5","49","0","","0","","","","","No","No","No"
"2011","110003000261","HAMILTON CENTER","District of Columbia","38.9094","-76.994","Not applicable","Special education school","No","Not applicable","Not applicable","","","","","","","","","","","","","","","","","",""
"2011","110003000264","ROOSEVELT STAY","District of Columbia","38.9429","-77.0291","Not applicable","Other/alternative school","No","Not applicable","Not applicable","585","","","","","","","","","","0","","","","","No","No","No"
"2011","110003000265","RESIDENTIAL SCHOOLS","District of Columbia","38.9009","-77.0087","Not applicable","Other/alternative school","No","Not applicable","Not applicable","","4","Suppressed data","Suppressed data","Suppressed data","4","Suppressed data","Suppressed data","Suppressed data","","","","","","","","",""
"2011","110003000267","MCKINLEY TECHNOLOGY HS","District of Columbia","38.9149","-77.0043","High","Regular school","No","339","670","681","158","92","94","90","158","92","94","90","256","0","","","","","No","No","Yes"
"2011","110003000271","CHILD AND FAMILY SERVICES","District of Columbia","38.9009","-77.0086","Not applicable","Other/alternative school","No","Not applicable","Not applicable","","","","","","","","","","","","","","","","","",""
"2011","110003000272","KELLY MILLER MS","District of Columbia","38.8933","-76.9324","Middle","Regular school","No","214","335","333","361","26","26","26","361","39","39","39","","","","","","","No","No","No"
"2011","110003000296","YOUTH SERVICES CENTER","District of Columbia","38.9123","-76.9886","High","Other/alternative school","No","39","138","65","9","24.5","49","0","4","Suppressed data","Suppressed data","Suppressed data","","0","","","","","No","No","No"
"2011","110003000385","INCARCERATED YOUTH PROGRAM","District of Columbia","38.8834","-76.9766","High","Other/alternative school","No","22","117","61","","","","","","","","","","0","","","","","No","No","No"
"2011","110003000396","COLUMBIA HEIGHTS EC","District of Columbia","38.93","-77.0365","Other","Regular school","No","Suppressed data","1206","1216","517","40","40","40","538","46","46","46","450","0","","","","","No","No","Yes"
"2011","110003000397","THE WASHINGTON METROPOLITAN HIGH SCHOOL","District of Columbia","38.892","-76.9786","High","Other/alternative school","No","216","253","265","57","15","19","11","57","5","10","0","42","0","","","","","No","No","No"
"2011","110003000407","PHELPS ARCHITECTURE CONSTRUCTION & ENGINEERING HS","District of Columbia","38.8987","-76.9703","High","Vocational school","No","247","329","327","83","57","59","55","83","47","49","45","49","0","","","","","No","No","Yes"
"2011","110003000416","TRANSITION ACADEMY AT SHADD","District of Columbia","38.8897","-76.9207","Not applicable","Other/alternative school","No","Not applicable","Not applicable","","","","","","","","","","","","","","","","","",""
"2011","110003000418","CHOICE ACADEMY MS/SHS","District of Columbia","38.8565","-76.9882","High","Other/alternative school","No","17","52","22","32","15","19","11","32","15","19","11","","0","","","","","No","No","No"
"2011","110003000445","LANGLEY EC","District of Columbia","38.9155","-77.0052","Primary","Regular school","No","330","380","","244","39","39","39","244","36","36","36","","","","","","","","",""
"2011","110003000446","CAPITOL HILL MONTESSORI SCHOOL AT LOGAN","District of Columbia","38.8989","-77.0028","Primary","Regular school","No","39","216","","45","74.5","79","70","45","44.5","49","40","","","","","","","","",""
"2011","110003000453","JEFFERSON MIDDLE SCHOOL 6TH GRADE ACADEMY","District of Columbia","38.8802","-77.022","Middle","Regular school","No","50","90","","91","37","39","35","91","47","49","45","","","","","","","","",""
"2011","110003000459","ADVANCED PATH ACADEMY","District of Columbia","38.9056","-77.0059","Not applicable","Regular school","No","Not applicable","Not applicable","","","","","","","","","","","","","","","","","",""
"2011","110003100246","KIPP DC KEY ACADEMY PCS","District of Columbia","38.8827","-76.9345","Middle","Regular school","Yes","335","419","418","404","67","67","67","404","78","78","78","","","","","","","No","Yes","No"
"2011","110003100375","KIPP DC LEAP ACADEMY PCS","District of Columbia","38.8687","-76.9804","Primary","Regular school","Yes","269","306","303","","","","","","","","","","","","","","","No","Yes","No"
"2011","110003100376","KIPP DC WILL ACADEMY PCS","District of Columbia","38.91","-77.0183","Middle","Regular school","Yes","288","334","314","315","55","55","55","315","67","67","67","","","","","","","No","Yes","No"
"2011","110003100381","KIPP DC AIM PCS ACADEMY PCS","District of Columbia","38.843","-76.9999","Middle","Regular school","Yes","289","339","328","309","59","59","59","309","85","85","85","","","","","","","No","Yes","No"
"2011","110003100419","KIPP DC PROMISE PCS","District of Columbia","38.8827","-76.934","Primary","Regular school","Yes","262","314","304","102","52","54","50","102","27","29","25","","","","","","","No","Yes","No"
"2011","110003100421","KIPP DC COLLEGE PREP PCS","District of Columbia","38.8572","-76.9872","High","Regular school","Yes","268","330","295","97","52","54","50","97","77","79","75","64","0","","","","","No","Yes","No"
"2011","110003100427","KIPP DC DISCOVER PCS","District of Columbia","38.8572","-76.9872","Primary","Regular school","Yes","255","309","292","","","","","","","","","","","","","","","No","Yes","No"
"2011","110003100432","KIPP DC GROW ACADEMY PCS","District of Columbia","38.9097","-77.0169","Primary","Regular school","Yes","166","204","199","","","","","","","","","","","","","","","No","Yes","No"
"2011","110003100452","KIPP DC HEIGHTS ACADEMY PCS","District of Columbia","38.8573","-76.9873","Primary","Regular school","Yes","98","108","","","","","","","","","","","","","","","","","",""
"2011","110003200247","LATIN AMERICA YOUTH BILINGUAL MONTESSORI PCS","District of Columbia","38.9622","-77.0324","Primary","Regular school","Yes","80","265","261","41","74.5","79","70","41","64.5","69","60","","","","","","","No","Yes","No"
"2011","110003400249","THURGOOD MARSHALL ACADEMY PCS","District of Columbia","38.8623","-76.9938","High","Regular school","Yes","297","389","390","91","72","74","70","91","77","79","75","52","0","","","","","No","Yes","No"
"2011","110003500253","CAPITAL CITY LOWER PCS","District of Columbia","38.9285","-77.0358","Primary","Regular school","Yes","116","244","241","147","67","69","65","147","62","64","60","","","","","","","No","Yes","No"
"2011","110003500414","CAPITAL CITY  UPPER PCS","District of Columbia","38.9279","-77.0325","Other","Regular school","Yes","306","390","391","188","47","49","45","189","47","49","45","119","0","","","","","No","Yes","No"
"2011","110003900257","PAUL JHS PCS","District of Columbia","38.9581","-76.9951","Middle","Regular school","Yes","406","602","592","451","60","60","60","454","68","68","68","","0","","","","","No","Yes","No"
"2011","110004000258","TREE OF LIFE COMMUNITY PCS","District of Columbia","38.9208","-76.9777","Primary","Regular school","Yes","281","305","","124","37","39","35","132","37","39","35","","","","","","","","",""
"2011","110004200273","D C  BILINGUAL PCS","District of Columbia","38.9273","-77.0333","Primary","Regular school","Yes","295","353","384","112","52","54","50","113","47","49","45","","","","","","","No","Yes","No"
"2011","110004300274","E L  HAYNES PCS","District of Columbia","38.9344","-77.0243","Primary","Regular school","Yes","225","397","397","385","59","59","59","385","65","65","65","","","","","","","No","Yes","No"
"2011","110004300433","E L  HAYNES PCS KANSAS AVENUE CAMPUS","District of Columbia","38.9455","-77.0232","Other","Regular school","Yes","217","406","406","","","","","","","","","113","0","","","","","No","Yes","No"
"2011","110004400275","MARY MCLEOD BETHUNE DAY ACADEMY PCS SLOWE CAMPUS","District of Columbia","38.9557","-77.0363","Primary","Regular school","Yes","239","329","369","143","42","44","40","143","37","39","35","","","","","","","No","Yes","No"
"2011","110004500279","TWO RIVERS PCS ES","District of Columbia","38.9067","-77.0002","Primary","Regular school","Yes","104","341","343","136","72","74","70","136","72","74","70","","","","","","","No","Yes","No"
"2011","110004500426","TWO RIVERS PCS MIDDLE SCHOOL","District of Columbia","38.9064","-77.0006","Middle","Regular school","Yes","57","113","113","110","67","69","65","110","67","69","65","","","","","","","No","Yes","No"
"2011","110004800277","D C  PREPARATORY EDGEWOOD MIDDLE CAMPUS PCS","District of Columbia","38.9248","-76.996","Middle","Regular school","Yes","225","283","282","264","71","71","71","264","88","88","88","","","","","","","No","Yes","No"
"2011","110004800387","D C  PREPARATORY BENNING CAMPUS PCS","District of Columbia","38.891","-76.945","Primary","Regular school","Yes","264","334","331","","","","","","","","","","","","","","","No","Yes","No"
"2011","110004800388","D C  PREPARATORY EDGEWOOD ELEMENTARY CAMPUS PCS","District of Columbia","38.9242","-76.9956","Primary","Regular school","Yes","355","420","408","63","77","79","75","64","72","74","70","","","","","","","No","Yes","No"
"2011","110004900278","EAGLE ACADEMY PCS  M STREET CAMPUS","District of Columbia","38.8769","-76.9956","Primary","Regular school","Yes","246","456","454","","","","","","","","","","","","","","","No","Yes","No"
"2011","110004900434","EAGLE ACADEMY PCS NEW JERSEY AVENUE CAMPUS","District of Columbia","38.878","-77.0047","Primary","Regular school","Yes","91","163","163","40","44.5","49","40","40","24.5","29","20","","","","","","","No","Yes","No"
"2011","110004900450","EAGLE ACADEMY PCS HOWARD U","District of Columbia","38.923","-77.0212","Not applicable","Regular school","Yes","Not applicable","Not applicable","","","","","","","","","","","","","","","","","",""
"2011","110005100301","HOPE COMMUNITY PCS LAMOND CAMPUS","District of Columbia","38.9269","-76.9949","Primary","Regular school","Yes","322","409","397","53","54.5","59","50","53","44.5","49","40","","","","","","","No","Yes","No"
"2011","110005100386","HOPE COMMUNITY PCS TOLSON CAMPUS","District of Columbia","38.9657","-77.0082","Primary","Regular school","Yes","307","434","422","177","47","49","45","177","52","54","50","","","","","","","No","Yes","No"
"2011","110005300303","WILLIAM E  DOAR JR WEDJ EDGEWOOD ELEMENTARY PCS","District of Columbia","38.9237","-76.9959","Not applicable","Regular school","Yes","Not applicable","Not applicable","341","","","","","","","","","","","","","","","No","Yes","No"
"2011","110005300428","WILLIAM E DOAR PCS NW SOLDIERS HOME","District of Columbia","38.9368","-77.0094","Primary","Regular school","Yes","Missing/not reported","168","","","","","","","","","","","","","","","","","",""
"2011","110005300430","WILLIAM E  DOAR JR WEDJ EDGEWOOD MIDDLE AND UPPER","District of Columbia","38.924","-76.9959","Not applicable","Regular school","Yes","Not applicable","Not applicable","69","","","","","","","","","","","","","","","No","Yes","No"
"2011","110005300455","WILLIAM E DOAR JR WEDJ EDGEWOOD ELEMENTARY AND MID","District of Columbia","38.924","-76.9959","Primary","Regular school","Yes","249","264","","161","47","49","45","161","32","34","30","","","","","","","","",""
"2011","110005400304","APPLETREE EARLY LEARNING CENTER PCS COLUMBIA HEIGH","District of Columbia","38.8793","-77.0218","Primary","Regular school","Yes","78","158","41","","","","","","","","","","","","","","","No","Yes","No"
"2011","110005400413","APPLETREE EARLY LEARNING CENTER PCS RIVERSIDE","District of Columbia","38.8793","-77.0176","Primary","Regular school","Yes","32","41","41","","","","","","","","","","","","","","","No","Yes","No"
"2011","110005400415","APPLETREE EARLY LEARNING CENTER PCS AMIDON","District of Columbia","38.9252","-77.0323","Primary","Regular school","Yes","26","42","154","","","","","","","","","","","","","","","No","Yes","No"
"2011","110005400435","APPLETREE EARLY LEARNING CENTER PCS EAST CAPITOL","District of Columbia","38.8901","-76.9765","Primary","Regular school","Yes","127","161","160","","","","","","","","","","","","","","","No","Yes","No"
"2011","110005400447","APPLETREE EARLY LEARNING CENTER PCS DOUGLASS KNOLL","District of Columbia","38.849","-76.975","Primary","Regular school","Yes","77","81","","","","","","","","","","","","","","","","","",""
"2011","110005400448","APPLETREE EARLY LEARNING CENTER PCS LINCOLN","District of Columbia","38.8915","-76.9903","Primary","Regular school","Yes","25","61","","","","","","","","","","","","","","","","","",""
